record_id,source_file,title,authors,year,journal,doi,security_include,security_pass,security_status,security_gates_json,security_reason_cn,exclusion_trigger_codes,decision_reason_cn,confidence,fulltext_chars,attempts
9506,09506_2020_designing-information-feedback-for-bidders-in-multi-item-multi-unit-combinatorial-auctions.md,Designing information feedback for bidders in multi-item multi-unit combinatorial auctions,Anup K. Sen; Amitava Bagchi; Soumyakanti Chakraborty,2020,Decision Support Systems,10.1016/j.dss.2019.113230,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究组合拍卖中为竞买人提供MDL/MWL信息反馈的决策支持机制，属于拍卖机制设计与经济优化，不涉及恶意行为者或信息系统安全攻防。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章核心是拍卖机制中的竞买人信息反馈与决策支持，无任何攻击、漏洞或安全对抗环节。,0.97,94835,1
9508,09508_2019_impact-sourcing-in-scp-i-scp-ndia-scp-t-scp-rends-and-implications.md,Impact sourcing in <scp>I</scp>ndia: <scp>T</scp>rends and implications,Shirin Madon; Ranjini C. R.,2019,Information Systems Journal,10.1111/isj.12220,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究影响外包（农村BPO）在印度卡纳塔克邦的发展趋势与政策影响，关注就业、扶贫和区域发展，未涉及任何攻击或防御安全内容。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,无恶意或对抗行为者，无信息系统安全损害或攻防研究核心。,0.99,59870,1
9510,09510_2016_business-models-and-opportunity-creation-how-it-entrepreneurs-create-and-develop-business-models.md,Business models and opportunity creation: How IT entrepreneurs create and develop business models under uncertainty,Arto Ojala,2016,Information Systems Journal,10.1111/isj.12078,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究 IT 创业者如何在不确性下创建和发展商业模式，核心是商业模型演变、价值网络与收入模式，未涉及任何恶意行为者或攻防安全问题。,NO_MALICIOUS_ACTOR,文章为商业模式与创业研究，无恶意或对抗行为者，无安全属性损害，无攻防检测焦点，排除。,0.98,80824,1
9512,09512_2013_why-the-first-provider-takes-it-all-the-consequences-of-a-low-trust-culture-on-pricing-and-ratin.md,Why the first provider takes it all: the consequences of a low trust culture on pricing and ratings in online sourcing markets,David Gefen; Erran Carmel,2013,European Journal of Information Systems,10.1057/ejis.2012.49,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究在线外包市场中买方基于先前合作关系的低信任文化行为，核心是定价与评级对投标选择的影响，没有恶意或对抗行为者，也不涉及信息安全攻击或防御。,NO_MALICIOUS_ACTOR,文章属于电子市场行为与信任研究，不涉及恶意行为者或攻防安全。,0.97,105471,1
9514,09514_2006_hospitality-improvisation-and-gestell-a-phenomenology-of-mobile-information.md,"Hospitality, Improvisation and Gestell: A Phenomenology of Mobile Information",Martin Brigham; Lucas D. Introna,2006,Journal of Information Technology,10.1057/palgrave.jit.2000063,False,False,security_peripheral_context,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章是现象学研究，分析英国消防队车载数据系统（VMDS）的实施与使用，焦点是组织实践与技术共构，无恶意行为者或信息系统攻击/防御内容。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT | PUBLIC_SAFETY_ONLY,研究核心是技术-组织共构现象学，不涉及恶意行为者或信息系统攻防安全。,0.95,89553,1
9516,09516_2017_revealing-or-non-revealing-the-impact-of-review-disclosure-policy-on-firm-profitability1.md,Revealing or Non-Revealing: The Impact of Review Disclosure Policy on Firm Profitability1,Xinxin Li,2017,MIS Quarterly,10.25300/misq/2017/41.4.14,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",研究在线评论披露政策对企业利润的影响，核心是消费者选择与定价策略，不涉及任何恶意行为者或信息安全攻击/防御。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,全文以商业信息披露和定价策略为核心，不涉及任何恶意或对抗行为者，不属于攻防安全研究。,0.99,173823,1
9518,09518_1999_explanations-from-intelligent-systems-theoretical-foundations-and-implications-for-practice.md,Explanations from Intelligent Systems: Theoretical Foundations and Implications for Practice,Shirley Gregor; Izak Benbasat,1999,MIS Quarterly,10.2307/249487,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章是信息系统解释功能的综述与理论整合，关注用户对智能系统解释的认知、学习和接受度，不涉及恶意行为者或攻击/防御。,NO_MALICIOUS_ACTOR,全文无恶意行为者、攻击或防御研究，核心是智能系统解释功能的设计与用户认知，属于一般信息系统研究，非攻防安全。,0.98,120847,1
9520,09520_2025_virtual-reality-mental-models-and-mindful-decision-making.md,"Virtual Reality, Mental Models, and Mindful Decision-Making","Heshan Sun; Siyuan Li; Shih-Lun ""Allen"" Tseng; Mary A. Peterson",2025,Journal of the Association for Information Systems,10.17705/1jais.00933,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究VR呈现对用户心理模型与正念决策的影响，属于信息系统人机交互与决策行为研究，不涉及恶意行为者、攻击、漏洞或安全防御。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章核心是VR技术对认知决策的影响，不涉及攻防安全，因此排除。,0.98,123532,1
9522,09522_2020_deterioration-control-decision-support-for-perishable-inventory-management.md,Deterioration control decision support for perishable inventory management,Ya Yang; Huihui Chi; Wei Zhou; Tijun Fan; Selwyn Piramuthu,2020,Decision Support Systems,10.1016/j.dss.2020.113308,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",本文研究易腐品库存管理中可控制变质率与新鲜度保持投入的决策优化，不涉及任何恶意行为者或攻防安全内容。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章为易腐品供应链库存管理优化研究，无攻击、漏洞或安全防御要素，属于一般性运营优化问题。,1.0,72390,1
9524,09524_2018_re-representation-as-work-design-in-outsourcing-a-semiotic-view1.md,Re-representation as Work Design in Outsourcing: A semiotic view1,Ilan Oshri; Ola Henfridsson; Julia Kotlarsky,2018,MIS Quarterly,10.25300/misq/2018/13427,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章核心是外包工作设计中的符号学重新表征，研究如何通过特殊目的语言和数字基础设施改进业务流程外包效率，完全不涉及恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR,全文主题是外包工作设计与符号学，不存在恶意或对抗行为者，也不涉及信息系统的攻击、防御或漏洞，属于非安全相关研究。,0.98,108425,1
9526,09526_2012_resource-structuring-or-capability-building-an-empirical-study-of-the-business-value-of-informat.md,Resource Structuring or Capability Building? An Empirical Study of the Business Value of Information Technology,Nianxin Wang; Huigang Liang; Weijun Zhong; Yajiong Xue; Jinghua Xiao,2012,Journal of Management Information Systems,10.2753/mis0742-1222290211,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究IT资源与IT能力在不同环境动态性下对企业绩效（BVIT）的影响，核心是企业管理与IT价值创造，全文未涉及任何恶意行为者、攻击、漏洞或安全防御。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,全文聚焦企业IT商业价值，与攻击/漏洞/防御等攻防安全无关，无恶意或对抗行为者。,0.99,131297,1
9528,09528_2018_a-novel-similarity-classifier-with-multiple-ideal-vectors-based-on-k-means-clustering.md,A novel similarity classifier with multiple ideal vectors based on k-means clustering,Christoph Lohrmann; Pasi Luukka,2018,Decision Support Systems,10.1016/j.dss.2018.04.003,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",本文提出一种基于k-means聚类的多理想向量相似性分类器，核心是通用监督分类算法在信用评分等领域的应用，全文无恶意行为者、攻击、漏洞或安全防御内容。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章研究的是通用机器学习分类算法在信用评分等传统预测任务上的性能优化，没有恶意或对抗行为者，也未涉及任何安全攻击、漏洞或安全防御，故不属于攻防安全研究。,0.99,78663,1
9530,09530_2011_a-note-comparing-support-vector-machines-and-ordered-choice-models-predictions-of-international.md,A note comparing support vector machines and ordered choice models’ predictions of international banks’ ratings,Tony Bellotti; Roman Matousek; Chris Stewart,2011,Decision Support Systems,10.1016/j.dss.2011.03.008,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",本文仅比较SVM与有序选择模型对国际银行评级的预测性能，属于金融信用评级预测的一般机器学习任务，不涉及任何恶意行为者或安全攻防内容。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章为银行评级预测的方法比较，不涉及攻防安全。,1.0,45208,1
9532,09532_2021_warm-glow-giving-hedonism-and-their-influence-on-muslim-user-engagement-on-loan-based-crowdfundi.md,"Warm-Glow Giving, Hedonism, and Their Influence on Muslim User Engagement on Loan-Based Crowdfunding Platforms",Juliana Sutanto; Helena Wenninger; Handre Duriana,2021,Journal of the Association for Information Systems,10.17705/1jais.00665,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究众筹平台设计对穆斯林用户参与动机的影响，核心是用户行为与平台激励，未涉及任何恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR,全文聚焦用户动机与平台设计，无攻击、漏洞或防御相关讨论，不属于攻防安全研究。,0.98,107758,1
9534,09534_2009_guidelines-for-empirical-evaluations-of-conceptual-modeling-grammars.md,Guidelines for Empirical Evaluations of Conceptual Modeling Grammars,Andrew Burton-Jones; Yair Wand; Ron Weber,2009,Journal of the Association for Information Systems,10.17705/1jais.00201,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章是关于概念建模语法实证评估的方法论指南，聚焦于语法质量、脚本创建和解释的有效性与效率，完全不涉及攻击、恶意行为者或信息安全攻防。,NO_MALICIOUS_ACTOR,文章为概念建模语法的实证评估方法论，研究核心是建模语法质量与脚本生成/解释，不存在恶意行为者或安全攻防维度。,0.98,133510,1
9536,09536_2017_the-risk-implications-of-mergers-and-acquisitions-with-information-technology-firms.md,The Risk Implications of Mergers and Acquisitions with Information Technology Firms,Young Bong Chang; Wooje Cho,2017,Journal of Management Information Systems,10.1080/07421222.2017.1297641,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究企业并购IT公司的动机（客户侧/生产侧）对并购后企业风险（股票回报波动率）的影响，属于IT战略与企业金融研究，不涉及任何恶意行为者、信息系统攻击或安全防御。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,完整全文未发现任何信息系统攻击、漏洞利用或防御行为，研究核心是并购战略与财务风险，不属攻防安全范畴。,0.98,104966,1
9538,09538_2013_the-impacts-of-information-quality-and-system-quality-on-users-continuance-intention-in-informat.md,The impacts of information quality and system quality on users' continuance intention in information-exchange virtual communities: An empirical investigation,YiMing Zheng; Kexin Zhao; Antonis Stylianou,2013,Decision Support Systems,10.1016/j.dss.2012.11.008,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章核心是虚拟社区用户持续使用意愿的影响因素研究，聚焦信息质量与系统质量对用户满意度和个体收益的作用，不涉及恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT | GENERAL_OPTIMIZATION_ONLY,全文围绕用户留存和持续参与，系统质量中的安全仅作为质量维度之一，没有攻击者、攻击行为或安全防御研究核心。,0.98,94243,1
9540,09540_2018_meaningful-healthcare-security-does-meaningful-use-attestation-improve-information-security-perf.md,Meaningful Healthcare Security: Does Meaningful-Use Attestation Improve Information Security Performance?1,Juhee Kwon; M. Eric Johnson,2018,MIS Quarterly,10.25300/misq/2018/13580,True,True,core_security_attack_defense,"{""malicious_or_adversarial_actor_central"": true, ""security_damage_scope"": true, ""attack_defense_detection_focus"": true, ""not_excluded_type"": true}",全文以医院数据泄露为核心对象，研究认证机制（meaningful-use attestation）对外部黑客攻击、内部意外泄露及恶意内部泄露的影响，属于攻防安全的检测、防御与评估研究。,,研究核心是数据泄露（安全事件）的防御与检测效果评估，属于攻防安全研究，应纳入。,0.98,141538,1
9542,09542_2016_the-role-of-creation-mode-and-social-networking-mode-in-knowledge-creation-performance-mediation.md,The role of creation mode and social networking mode in knowledge creation performance: Mediation effect of creation process,Shu-Chen Kao; ChienHsing Wu,2016,Information & Management,10.1016/j.im.2016.03.002,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究知识创造绩效的影响因素（创造模式、社交网络模式、SECI过程），属于一般组织管理优化，不涉及任何恶意行为者或攻击防御安全议题。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,该文属于知识管理领域的一般绩效研究，不含攻防安全核心内容。,0.99,98626,1
9544,09544_2009_demand-heterogeneity-in-it-infrastructure-services-modeling-and-evaluation-of-a-dynamic-approach.md,Demand Heterogeneity in IT Infrastructure Services: Modeling and Evaluation of a Dynamic Approach to Defining Service Levels,Sagnika Sen; T. S. Raghu; Ajay Vinze,2009,Information Systems Research,10.1287/isre.1080.0196,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究IT基础设施服务中基于需求异质性的动态定价与服务水平协议设计，核心是经济福利和资源分配，不涉及任何恶意行为者或攻击/防御主题。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章属于IT服务定价与资源分配的运营管理研究，没有恶意或对抗行为者，也没有攻击检测/防御内容，不属于攻防安全。,0.98,85254,1
9546,09546_2020_the-effects-of-operational-and-financial-performance-failure-on-bi-a-enabled-search-behaviors-a.md,The Effects of Operational and Financial Performance Failure on BI&A-Enabled Search Behaviors: A Theory of Performance-Driven Search,Abhijith Anand; Rajeev Sharma; Rajiv Kohli,2020,Information Systems Research,10.1287/isre.2020.0936,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",本文研究组织绩效失败（财务/运营）如何触发商业智能与分析（BI&A）系统中的搜索行为，属于组织行为与IT价值研究，全文未涉及任何恶意或对抗行为者、攻击、漏洞或信息安全攻防问题。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章核心是绩效失败如何促使管理者使用BI&A系统进行搜索，不涉及恶意行为者、攻击/漏洞或攻防安全，故排除。,0.99,112346,1
9548,09548_2023_a-process-for-managing-digital-transformation-an-organizational-inertia-perspective.md,A Process for Managing Digital Transformation: An Organizational Inertia Perspective,Evgeny Kaganer; Robert Wayne Gregory; Suprateek Sarker,2023,Journal of the Association for Information Systems,10.17705/1jais.00819,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文围绕数字转型中的组织惯性克服过程，未涉及任何恶意行为者、攻击或漏洞，亦无安全属性的损害或防护。,NO_MALICIOUS_ACTOR,文章属于组织变革与数字转型研究，与攻防安全无关。,0.98,117815,1
9550,09550_2019_respondingor-notto-information-technology-project-risks-an-integrative-model1.md,Responding—or Not—to Information Technology Project Risks: An Integrative Model1,Mohammad Moeini; Suzanne Rivard,2019,MIS Quarterly,10.25300/misq/2019/14505,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",研究IT项目风险响应决策的行为模型，核心是项目进度、成本、需求等管理风险，不涉及恶意行为者或信息安全攻防。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,全文聚焦IT项目管理中的一般风险应对，不涉及信息系统安全攻击或防御，属于一般项目风险管理。,0.97,197078,1
9552,09552_2009_designing-markets-for-co-production-of-digital-culture-goods.md,Designing markets for co-production of digital culture goods,Karl R. Lang; Richard D. Shang; Roumen Vragov,2009,Decision Support Systems,10.1016/j.dss.2009.05.010,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究数字文化产品的共创市场和内容可变形许可制度，是市场设计与实验经济学，不涉及恶意行为者或信息安全攻击/防御。,NO_MALICIOUS_ACTOR,研究核心是许可市场设计而非攻防安全，不存在恶意或对抗行为者。,1.0,77361,1
9554,09554_2007_recommendation-agents-for-electronic-commerce-effects-of-explanation-facilities-on-trusting-beli.md,Recommendation Agents for Electronic Commerce: Effects of Explanation Facilities on Trusting Beliefs,Weiquan Wang; Izak Benbasat,2007,Journal of Management Information Systems,10.2753/mis0742-1222230410,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究推荐代理的解释设施对消费者信任信念的影响，核心是电子商务中的信任建立与决策支持，不涉及恶意行为者或信息系统攻防。,NO_MALICIOUS_ACTOR | REPUTATION_ONLY,研究核心是电子商务推荐代理的信任建立机制，非攻防安全。,0.95,91481,1
9556,09556_2015_machiavellianism-or-morality-which-behavior-pays-off-in-online-innovation-contests.md,Machiavellianism or Morality: Which Behavior Pays Off In Online Innovation Contests?,Katja Hutter; Johann Füller; Julia Hautz; Volker Bilgram; Kurt Matzler,2015,Journal of Management Information Systems,10.1080/07421222.2015.1099181,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",研究核心是马基雅维利主义人格特质对在线创新竞赛参与行为与贡献质量的影响，属于组织行为/管理研究，不涉及对信息系统或其安全属性的攻击或防御。,NO_MALICIOUS_ACTOR,文章研究的是在线创新竞赛中负面人格特质对参与行为与绩效的影响，缺少针对信息系统、系统用户或数据的安全攻击/防御核心，因此不属于攻防安全研究。,0.97,105345,1
9558,09558_2007_perceived-risks-counter-beliefs-and-intentions-to-use-anti-counter-terrorism-websites-an-explora.md,"Perceived risks, counter-beliefs, and intentions to use anti-/counter-terrorism websites: An exploratory study of government–citizens online interactions in a turbulent environment",JinKyu Lee; H. Raghav Rao,2007,Decision Support Systems,10.1016/j.dss.2006.04.008,False,False,security_peripheral_context,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": true, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",研究核心是公民对反恐电子政务网站的使用意愿、信任与风险感知，恐怖主义和黑客攻击等仅作为感知风险的情境变量，未围绕攻击实施、威胁检测或防御展开。,NO_MALICIOUS_ACTOR | PRIVACY_ATTITUDE_ONLY,文章属于用户对反恐网站使用意图的信任/风险感知研究，信息安全与恐怖主义威胁仅作为感知背景，未以攻击、漏洞或防御为研究核心，因此排除。,0.95,88600,1
9560,09560_2005_philosophical-foundations-for-a-learning-oriented-knowledge-management-system-for-decision-suppo.md,Philosophical foundations for a learning-oriented knowledge management system for decision support,Dianne J. Hall; David Paradice,2005,Decision Support Systems,10.1016/j.dss.2004.01.005,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文围绕学习型知识管理系统支持组织决策与学习，未涉及任何恶意行为者、攻击或安全防御。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,文章是知识管理与组织学习的概念框架，没有任何攻防安全核心内容。,0.99,72595,1
9562,09562_2007_assimilation-of-interorganizational-business-process-standards.md,Assimilation of Interorganizational Business Process Standards,Hillol Bala; Viswanath Venkatesh,2007,Information Systems Research,10.1287/isre.1070.0134,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文研究组织间业务流程标准（IBPS）的采纳、部署与吸收机制，聚焦关系、影响和惯性因素，无任何恶意行为者、攻击、漏洞或安全防御内容。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,文章属于组织间标准采纳与扩散研究，不涉及信息系统攻防安全，不符合纳入标准。,0.97,110263,1
9564,09564_2016_understanding-behavioral-intention-to-use-a-cloud-computing-classroom-a-multiple-model-compariso.md,Understanding behavioral intention to use a cloud computing classroom: A multiple model comparison approach,Wen-Lung Shiau; Patrick Y.K. Chau,2016,Information & Management,10.1016/j.im.2015.10.004,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究的是云计算课堂用户行为意图的技术接受模型比较，不涉及恶意行为者、攻击或防御。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,全文为技术接受/行为意图研究，无任何恶意攻击或安全防御内容，完全不属于攻防安全。,1.0,88023,1
9566,09566_2005_a-framework-for-conducting-political-event-analysis-using-group-support-systems.md,A framework for conducting political event analysis using group support systems,Robert W. Blanning; Bruce A. Reinig,2005,Decision Support Systems,10.1016/j.dss.2003.09.006,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究使用群体支持系统进行政治事件分析与政治风险评估，不涉及任何针对信息系统或用户的恶意行为、攻击或防御。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,全文核心是政治事件分析和政治风险决策支持，无任何攻防安全内容，应排除。,0.95,63910,1
9568,09568_2011_the-role-of-it-human-capability-in-the-knowledge-transfer-process-in-it-outsourcing-context.md,The role of IT human capability in the knowledge transfer process in IT outsourcing context,Joo Yeon Park; Kun Shin Im; Joon S. Kim,2011,Information & Management,10.1016/j.im.2011.01.001,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",本文研究IT外包情境中知识转移的影响因素（IT人力能力、信任、合作学习等），未涉及任何恶意行为者、攻击、漏洞或安全防御。,NO_MALICIOUS_ACTOR,研究核心是IT外包中的知识转移与组织行为，不涉及攻防安全，判定为无安全相关性。,0.98,51832,1
9570,09570_2008_self-perception-based-versus-transference-based-trust-determinants-in-computer-mediated-transact.md,Self-Perception-Based Versus Transference-Based Trust Determinants in Computer-Mediated Transactions: A Cross-Cultural Comparison Study,Dan J. Kim,2008,Journal of Management Information Systems,10.2753/mis0742-1222240401,False,False,security_peripheral_context,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究跨文化电子商务消费者信任的决定因素，涉及感知安全保护、隐私关注和系统可靠性等信任前因，但未将任何恶意或对抗行为者作为研究对象，也未研究攻击的检测、防御或缓解。,NO_MALICIOUS_ACTOR | SECURITY_PERIPHERAL_CONTEXT,研究核心是跨文化消费者信任前因与模型，安全概念仅为信任感知变量，没有恶意行为者和攻防安全焦点，因此不属于攻防安全。,0.98,103296,1
9572,09572_2011_it-professional-identity-needs-perceptions-and-belonging.md,"IT professional identity: needs, perceptions, and belonging",Nita G Brooks; Cindy K Riemenschneider; Bill C Hardgrave; Anne M O'Leary-Kelly,2011,European Journal of Information Systems,10.1057/ejis.2010.48,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究IT专业人员的职业认同感及其前因变量，属于组织行为/人力资源管理范畴，全文未涉及任何攻击、漏洞或安全防御内容。,NO_MALICIOUS_ACTOR,研究核心是IT从业者的职业认同，非信息系统攻防安全，无恶意行为者或安全损害场景。,0.99,77546,1
9574,09574_2012_knowledge-risks-in-organizational-networks-the-practice-perspective.md,Knowledge risks in organizational networks: The practice perspective,Marco Marabelli; Sue Newell,2012,The Journal of Strategic Information Systems,10.1016/j.jsis.2011.11.002,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",本文从实践视角讨论组织网络中知识转移/翻译的风险，核心是知识管理理论与组织战略，不存在恶意行为者、攻击或信息安全防御内容。,NO_MALICIOUS_ACTOR,该文是组织知识管理与网络风险的理论评论，不涉及信息系统攻防安全，故排除。,0.97,81269,1
9576,09576_2016_assessing-the-impact-of-granular-privacy-controls-on-content-sharing-and-disclosure-on-facebook.md,Assessing the Impact of Granular Privacy Controls on Content Sharing and Disclosure on Facebook,Huseyin Cavusoglu; Tuan Q. Phan; Hasan Cavusoglu; Edoardo M. Airoldi,2016,Information Systems Research,10.1287/isre.2016.0672,False,False,security_peripheral_context,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",本文研究Facebook隐私控制政策变化对用户内容分享与披露行为的影响，属于隐私态度/行为研究，无恶意行为者、无攻击或防御核心。,PRIVACY_ATTITUDE_ONLY,文章核心是隐私控制对用户披露行为的影响，无恶意或对抗行为者，不涉及攻击/防御/检测，属于排除的隐私态度/行为研究。,0.99,157054,1
9578,09578_2016_coordinating-interdependencies-in-online-communities-a-study-of-an-open-source-software-project.md,Coordinating Interdependencies in Online Communities: A Study of an Open Source Software Project,Aron Lindberg; Nicholas Berente; James Gaskin; Kalle Lyytinen,2016,Information Systems Research,10.1287/isre.2016.0673,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",全文围绕开源软件社区中通过例行程序变化协调开发与开发者相互依赖，未涉及任何恶意行为者或攻击/防御机制。,NO_MALICIOUS_ACTOR | GENERAL_OPTIMIZATION_ONLY,文章为组织协调研究，无恶意或对抗行为者，非攻防安全主题。,0.98,109067,1
9580,09580_2006_the-ecology-of-standards-processes-insights-from-internet-standard-making.md,The Ecology of Standards Processes: Insights from Internet Standard Making,Jeffrey V. Nickerson; Michael zur Muehlen,2006,MIS Quarterly,10.2307/25148769,False,False,no_security_relevance,"{""malicious_or_adversarial_actor_central"": false, ""security_damage_scope"": false, ""attack_defense_detection_focus"": false, ""not_excluded_type"": false}",文章研究Web服务编排标准制定过程中的组织生态学与制度变迁，不涉及任何恶意行为者、攻击、漏洞或安全防御。,NO_MALICIOUS_ACTOR,本文属于标准制定过程的组织与管理研究，没有以攻击、漏洞或安全防御为研究核心。,0.98,91803,1
